-0.22543,-0.22286,-0.20528,-0.1985,-0.25033,-0.24609,-0.1783,-0.19635,-0.16636,-0.17628,-0.16169,-0.22863,-0.12069,-0.028032,0.013637,0.030472,0.075921,0.067823,0.086018,0.11168,0.11948,0.087934,0.094895,0.090761,0.065301,0.080565,0.061079,0.051108,0.080546,0.096922,0.095986,0.10337,0.10514,0.11,0.11561,0.11791,0.056266,0.059974,0.079863,0.11434,0.12001,0.10327,0.061124,0.071777,0.076061
-0.52867,-0.21111,-0.75573,-0.1889,-0.40476,-0.063231,-0.061068,-0.17593,0.20752,-0.040916,-0.38931,-0.10317,0.18583,0.24645,0.047937,0.23586,0.10979,0.10047,0.12113,0.10861,0.095789,0.099172,0.074264,-0.032428,-0.052318,-0.003821,-0.03585,-0.041487,0.063983,0.097757,0.050127,0.10998,0.095872,0.081413,0.092002,0.10038,0.086095,0.08177,0.097009,0.093356,0.081689,0.09402,0.0947,0.083469,0.052263
-0.45964,0.20513,-0.018797,-0.17438,-0.16467,-0.27877,-0.39331,-0.33746,-0.14066,0.21896,1.1354,1.2303,0.89998,0.4418,-0.029039,-0.097496,-0.13864,-0.12438,-0.1166,-0.12219,-0.10429,-0.091895,-0.094844,-0.014679,0.03351,-0.0047617,0.0055667,0.018889,-0.025293,-0.068529,-0.030145,-0.057258,-0.067945,-0.069858,-0.076199,-0.095734,-0.1077,-0.089813,-0.092556,-0.10948,-0.095377,-0.079751,-0.090065,-0.084156,-0.043227
1.0771,1.5641,2.1579,2.3232,2.3353,2.3354,2.3131,2.3178,1.7241,0.7232,-0.20102,-1.2454,-1.1856,-0.55273,-0.22624,-0.44885,-0.5084,-0.49964,-0.48442,-0.47292,-0.46241,-0.47703,-0.47648,-0.48496,-0.53781,-0.53431,-0.54854,-0.5552,-0.5599,-0.5344,-0.54983,-0.36696,-0.54139,-0.53506,-0.5511,-0.55367,-0.54224,-0.53439,-0.5394,-0.5315,-0.51595,-0.53087,-0.53204,-0.51571,-0.53492
-1.3226,-1.3126,-1.3114,-1.2859,-1.267,-1.2004,-1.1582,-1.1638,-0.69423,-0.32283,-0.38328,-0.66992,-0.46058,-0.19931,0.26923,0.40744,0.42096,0.4183,0.42669,0.42999,0.43248,0.43522,0.39868,0.40391,0.42767,0.42094,0.41995,0.41749,0.39651,0.37706,0.37458,0.35015,0.36266,0.36022,0.41739,0.45538,0.44793,0.44204,0.44231,0.44174,0.43516,0.43135,0.42886,0.42743,0.43233
0.57962,0.32339,0.29333,0.39343,0.32323,0.3582,0.54783,0.48561,0.64921,0.78182,0.39159,0.13982,-0.0024484,-0.19457,-0.18692,-0.12256,-0.08495,-0.097181,-0.10726,-0.099867,-0.11854,-0.1247,-0.12668,-0.18619,-0.21291,-0.20942,-0.2038,-0.21068,-0.20522,-0.19168,-0.19767,-0.20896,-0.18621,-0.18217,-0.17557,-0.16096,-0.15059,-0.16438,-0.16372,-0.14764,-0.15639,-0.17223,-0.16718,-0.16928,-0.17857
1.9159,2.5452,2.0056,2.2568,2.205,2.3384,2.3427,2.2976,2.0078,0.80422,-0.47309,-0.31582,-0.81193,-0.72584,-0.76602,-0.61573,-0.63315,-0.63823,-0.62471,-0.62078,-0.63133,-0.61147,-0.60683,-0.6503,-0.63586,-0.61769,-0.62005,-0.61954,-0.56715,-0.55833,-0.58315,-0.60799,-0.55914,-0.57323,-0.5453,-0.5286,-0.53968,-0.55229,-0.5401,-0.54108,-0.55746,-0.55596,-0.55907,-0.5618,-0.57061
0.57765,0.55163,0.54549,0.53288,0.5252,0.52618,0.52206,0.52804,0.54501,0.86362,2.0351,2.5069,2.6241,0.6337,-0.32839,-0.25933,-0.33373,-0.36473,-0.41599,-0.46089,-0.46054,-0.45492,-0.45108,-0.45501,-0.46255,-0.46676,-0.47399,-0.47512,-0.47465,-0.46414,-0.46621,-0.4676,-0.46244,-0.46289,-0.46135,-0.46101,-0.46438,-0.45778,-0.45793,-0.46506,-0.46388,-0.39767,-0.36506,-0.41696,-0.44549
3.9016,3.9463,3.9315,3.9384,3.9249,3.9249,3.9219,3.9188,3.8817,3.3034,0.37733,-1.4913,-1.2333,-1.1056,-1.1546,-1.1579,-1.1423,-1.1412,-1.1412,-1.1389,-1.1381,-1.1289,-1.1186,-1.1242,-1.1408,-1.143,-1.1467,-1.1511,-1.1442,-1.138,-1.1376,-1.1328,-1.1332,-1.1334,-1.1312,-1.1308,-1.126,-1.1252,-1.1247,-1.1229,-1.1193,-1.1166,-1.1183,-1.1185,-1.1202
0.52284,0.52984,0.57243,0.58696,0.57702,0.59835,0.59801,0.59721,0.54325,1.0784,2.6184,0.79974,-0.48165,-0.64893,-0.19441,-0.16106,-0.21592,-0.22281,-0.21988,-0.23304,-0.23515,-0.2832,-0.32897,-0.32894,-0.31272,-0.29696,-0.28727,-0.28086,-0.26839,-0.27678,-0.28283,-0.28443,-0.2849,-0.28079,-0.28292,-0.2779,-0.27769,-0.27874,-0.28097,-0.28343,-0.29193,-0.31164,-0.31471,-0.30882,-0.30391
-0.76562,-1.0974,-1.1126,-1.0708,-1.0068,-0.99556,-1.0158,-1.0342,-0.70031,-1.4766,-1.7713,-0.81163,-0.31894,0.2391,0.35931,0.34225,0.37845,0.38633,0.3957,0.4098,0.40981,0.42284,0.43455,0.43345,0.42781,0.42848,0.42355,0.41993,0.41954,0.42038,0.42406,0.42586,0.42322,0.42329,0.42676,0.42725,0.4311,0.43007,0.42966,0.43303,0.43547,0.42761,0.42208,0.43091,0.43589
2.3027,2.3738,2.3883,2.382,2.3588,2.3619,2.3678,2.3719,2.2304,1.8844,-1.6988,-1.6652,-1.3065,-0.74212,-0.61054,-0.63387,-0.604,-0.5946,-0.58417,-0.57173,-0.57209,-0.55996,-0.54786,-0.55209,-0.55671,-0.55749,-0.55718,-0.55891,-0.55897,-0.55635,-0.55948,-0.55547,-0.55588,-0.55818,-0.56027,-0.56201,-0.56024,-0.5628,-0.56162,-0.56059,-0.55981,-0.57027,-0.57521,-0.56578,-0.5651
